date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
2020-03-01,2,2,2,2,2,2,2,2,0.951,0.951,0.951,0.951
2020-03-02,3,3,3,3,5,5,5,5,0.951,0.951,0.951,0.951
2020-03-03,4,4,4,4,9,9,9,9,0.951,0.951,0.951,0.951
2020-03-04,1,1,1,1,10,10,10,10,0.951,0.951,0.951,0.951
2020-03-05,0,0,0,0,10,10,10,10,0.951,0.951,0.951,0.951
2020-03-06,1,1,1,1,11,11,11,11,0.951,0.951,0.951,0.951
2020-03-07,4,4,4,4,15,15,15,15,0.951,0.951,0.951,0.951
2020-03-08,3,3,3,3,18,18,18,18,0.951,0.951,0.951,0.951
2020-03-09,3,3,3,3,21,21,21,21,0.951,0.951,0.951,0.951
2020-03-10,3,3,3,3,24,24,24,24,0.951,0.951,0.951,0.951
2020-03-11,5,5,5,5,29,29,29,29,0.951,0.951,0.951,0.951
2020-03-12,4,4,4,4,33,33,33,33,0.951,0.951,0.951,0.951
2020-03-13,6,6,6,6,39,39,39,39,0.951,0.951,0.951,0.951
2020-03-14,3,3,3,3,42,42,42,42,0.951,0.951,0.951,0.951
2020-03-15,7,7,7,7,49,49,49,49,0.951,0.951,0.951,0.951
2020-03-16,13,13,13,13,62,62,62,62,0.951,0.951,0.951,0.951
2020-03-17,20,20,20,20,82,82,82,82,0.951,0.951,0.951,0.951
2020-03-18,33,33,33,33,115,115,115,115,0.951,0.951,0.951,0.951
2020-03-19,43,43,43,43,158,158,158,158,0.951,0.951,0.951,0.951
2020-03-20,57,57,57,57,215,215,215,215,0.951,0.951,0.951,0.951
2020-03-21,71,71,71,71,286,286,286,286,0.951,0.951,0.951,0.951
2020-03-22,87,87,87,87,373,373,373,373,0.951,0.951,0.951,0.951
2020-03-23,110,110,110,110,483,483,483,483,0.951,0.951,0.951,0.951
2020-03-24,200,200,200,200,683,683,683,683,0.951,0.951,0.951,0.951
2020-03-25,251,251,251,251,934,934,934,934,0.951,0.951,0.951,0.951
2020-03-26,279,279,279,279,1213,1213,1213,1213,0.951,0.951,0.951,0.951
2020-03-27,370,370,370,370,1583,1583,1583,1583,0.951,0.951,0.951,0.951
2020-03-28,487,487,487,487,2070,2070,2070,2070,0.951,0.951,0.951,0.951
2020-03-29,273,273,273,273,2343,2343,2343,2343,0.951,0.951,0.951,0.951
2020-03-30,494,494,494,494,2837,2837,2837,2837,0.951,0.951,0.951,0.951
2020-03-31,720,720,720,720,3557,3557,3557,3557,0.951,0.951,0.951,0.951
2020-04-01,915,915,915,915,4472,4472,4472,4472,0.951,0.951,0.951,0.951
2020-04-02,960,960,960,960,5432,5432,5432,5432,0.951,0.951,0.951,0.951
2020-04-03,1630,1630,1630,1630,7062,7062,7062,7062,0.951,0.951,0.951,0.951
2020-04-04,1366,1366,1366,1366,8428,8428,8428,8428,0.951,0.951,0.951,0.951
2020-04-05,1153,1153,1153,1153,9581,9581,9581,9581,0.951,0.951,0.951,0.951
2020-04-06,2048,2048,2048,2048,11629,11629,11629,11629,0.951,0.951,0.951,0.951
2020-04-07,1249,1249,1249,1249,12878,12878,12878,12878,0.951,0.951,0.951,0.951
2020-04-08,1834,1834,1834,1834,14712,14712,14712,14712,0.951,0.951,0.951,0.951
2020-04-09,1896,1896,1896,1896,16608,16608,16608,16608,0.951,0.951,0.951,0.951
2020-04-10,2028,2028,2028,2028,18636,18636,18636,18636,0.951,0.951,0.951,0.951
2020-04-11,1860,1860,1860,1860,20496,20496,20496,20496,0.951,0.951,0.951,0.951
2020-04-12,1477,1477,1477,1477,21973,21973,21973,21973,0.951,0.951,0.951,0.951
2020-04-13,1549,1549,1549,1549,23522,23522,23522,23522,0.951,0.951,0.951,0.951
2020-04-14,2473,2473,2473,2473,25995,25995,25995,25995,0.951,0.951,0.951,0.951
2020-04-15,2498,2498,2498,2498,28493,28493,28493,28493,0.951,0.951,0.951,0.951
2020-04-16,2201,2201,2201,2201,30694,30694,30694,30694,0.951,0.951,0.951,0.951
2020-04-17,2091,2091,2091,2091,32785,32785,32785,32785,0.951,0.951,0.951,0.951
